station_id,date,temperature_daily_c,relative_humidity_daily_pct,wind_speed_daily_ms,surface_pressure_daily_hpa,precipitation_daily_m,meteo_available
site_5452,2025-01-10,20.926232910156276,60.95132923594284,2.241063775445495,1008.27546875,0.0,True
site_5451,2025-01-10,20.926232910156276,60.95132923594284,2.241063775445495,1008.27546875,0.0,True
site_5454,2025-01-10,20.925164794921898,61.583186224756,2.1598014540584844,1009.48546875,0.0,True
site_5455,2025-01-10,20.925164794921898,61.583186224756,2.1598014540584844,1009.48546875,0.0,True
site_5449,2025-01-10,20.926232910156276,60.95132923594284,2.241063775445495,1008.27546875,0.0,True
site_5456,2025-01-10,20.926232910156276,60.95132923594284,2.241063775445495,1008.27546875,0.0,True
site_5453,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5450,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_308,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5452,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5451,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5454,2025-01-12,19.163476562500023,55.64894873791056,3.0790356138245176,1012.2084375,0.0,True
site_5455,2025-01-12,19.163476562500023,55.64894873791056,3.0790356138245176,1012.2084375,0.0,True
site_5449,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5456,2025-01-12,19.101617431640648,57.29615478176928,3.125246464419273,1010.9209375,0.0,True
site_5453,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5450,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_308,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5452,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5451,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5454,2025-01-13,17.313073730468773,61.8834667213225,3.448438415969463,1011.56921875,0.0,True
site_5455,2025-01-13,17.313073730468773,61.8834667213225,3.448438415969463,1011.56921875,0.0,True
site_5449,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5456,2025-01-13,17.271569824218773,62.29278131122808,3.656862525722433,1010.30421875,0.0,True
site_5453,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5450,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_308,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5452,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5451,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5454,2025-01-16,19.052362060546898,51.98152902939862,3.4512831648171134,1012.86125,0.0,True
site_5455,2025-01-16,19.052362060546898,51.98152902939862,3.4512831648171134,1012.86125,0.0,True
site_5449,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5456,2025-01-16,19.174005126953148,53.90822825034379,3.431542501923301,1011.515,0.0,True
site_5453,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5450,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_308,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5452,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5451,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5454,2025-01-17,19.318505859375023,66.68203818788858,3.9036561424793694,1010.81234375,0.0,True
site_5455,2025-01-17,19.318505859375023,66.68203818788858,3.9036561424793694,1010.81234375,0.0,True
site_5449,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5456,2025-01-17,19.333795166015648,67.45986305754609,4.070780713692249,1009.56109375,0.0,True
site_5453,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5450,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_308,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5452,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5451,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5454,2025-01-18,21.511682128906276,70.78955201457968,2.5790523615620224,1008.995546875,0.0,True
site_5455,2025-01-18,21.511682128906276,70.78955201457968,2.5790523615620224,1008.995546875,0.0,True
site_5449,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5456,2025-01-18,21.630334472656276,69.26111280230342,2.5707590435638297,1007.82140625,0.0,True
site_5453,2025-01-22,21.594812011718773,60.20878723791615,2.2115185361203853,1006.35234375,0.0,True
site_5450,2025-01-22,21.594812011718773,60.20878723791615,2.2115185361203853,1006.35234375,0.0,True
site_308,2025-01-22,21.594812011718773,60.20878723791615,2.2115185361203853,1006.35234375,0.0,True
site_5452,2025-01-22,21.594812011718773,60.20878723791615,2.2115185361203853,1006.35234375,0.0,True
